record_id,plant,line_id,machine_id,shift,operator_experience_years,material_batch,ambient_temp_c,ambient_humidity_pct,vibration_rms,pressure_bar,feed_rate_mm_s,laser_power_w,coolant_flow_l_min,thickness_mm,tensile_strength_mpa,surface_roughness_um,defect_flag,defect_type,rework_needed
198,Plant_B,L2,M08,day,0.0,B024,21.15,58.3,0.763,4.3,21.03,325.1,7.12,1.295,515.73,2.422,0,none,0
199,Plant_C,L2,M06,day,6.34,B144,29.66,66.6,0.874,5.041,18.87,388.3,10.99,1.155,576.02,2.248,0,none,0
200,Plant_A,L3,M07,day,2.44,B083,24.34,27.8,0.914,5.529,21.68,344.5,6.87,1.265,568.78,2.077,0,none,0
201,Plant_B,L2,M10,evening,13.24,B121,26.18,32.5,2.369,5.174,22.35,279.5,9.44,1.273,557.15,2.558,0,none,0
202,Plant_A,L2,M02,evening,6.15,B115,26.83,55.9,0.819,4.879,22.8,408.3,8.4,1.058,569.39,2.361,0,none,0
203,Plant_A,L2,M02,day,5.16,B028,14.79,28.0,0.429,4.855,27.89,337.8,5.92,1.292,563.89,1.9,0,none,0
204,Plant_C,L4,M14,day,2.46,B003,20.51,62.4,1.071,4.511,22.92,374.5,6.42,1.181,531.29,2.617,0,none,0
205,Plant_C,L2,M08,day,7.48,B092,22.43,66.5,0.713,5.286,22.33,345.6,6.91,1.298,538.03,2.175,0,none,0
206,Plant_B,L1,M10,night,2.19,B123,16.91,52.2,0.759,4.239,27.22,361.2,7.56,1.29,503.04,2.006,0,none,0
207,Plant_A,L3,M02,night,3.32,B061,15.68,36.4,1.354,4.471,20.22,296.4,9.33,1.223,540.57,2.415,0,none,0
208,Plant_A,L1,M18,day,9.4,B125,24.82,49.1,0.998,4.43,22.96,361.8,10.36,1.221,573.19,2.053,0,none,0
209,Plant_A,L4,M04,evening,3.66,B050,14.31,45.8,0.595,5.458,26.36,308.8,9.07,1.061,534.23,1.582,0,none,0
210,Plant_B,L2,M09,day,5.09,B037,15.51,45.3,0.56,4.836,20.34,389.5,10.33,1.308,587.27,1.506,0,none,0
211,Plant_A,L1,M05,day,5.26,B013,27.33,70.8,0.838,4.604,23.16,368.8,7.58,1.198,538.41,2.135,0,none,0
212,Plant_B,L1,M09,day,7.25,B016,25.26,41.2,0.58,5.76,22.53,425.4,9.67,1.208,625.48,1.279,0,none,0
213,Plant_B,L3,M05,day,6.89,B085,21.09,58.4,0.723,5.429,19.09,320.3,8.02,1.301,559.87,1.886,0,none,0
214,Plant_A,L1,M10,day,3.54,B068,27.13,41.7,0.966,5.601,11.2,333.0,5.66,1.082,553.38,2.453,0,none,0
215,Plant_B,L3,M07,day,4.46,B055,18.79,39.4,1.226,6.123,27.19,312.0,7.22,1.242,531.7,1.859,0,none,0
216,Plant_B,L1,M20,night,4.85,B094,22.41,59.9,0.79,6.308,25.66,340.3,7.81,1.206,503.9,1.942,0,none,0
217,Plant_A,L3,M09,evening,8.56,B138,27.43,46.9,0.999,5.43,21.76,377.3,10.42,1.136,561.23,2.262,0,none,0
218,Plant_B,L1,M15,evening,12.43,B029,19.22,51.3,0.86,4.295,23.2,399.7,11.03,1.278,622.63,2.01,0,none,0
219,Plant_A,L4,M20,evening,1.6,B120,20.5,53.3,1.589,4.911,12.44,341.7,8.51,1.172,561.61,1.676,0,none,0
220,Plant_A,L3,M06,night,5.88,B061,20.47,74.9,1.114,6.498,21.81,395.8,9.32,1.209,552.38,3.117,0,none,0
221,Plant_A,L3,M09,evening,0.79,B083,20.75,47.4,1.354,4.851,15.29,364.9,9.07,1.314,468.37,2.382,0,none,0
222,Plant_A,L4,M12,night,6.4,B029,25.73,29.8,1.02,6.034,28.03,350.5,6.62,1.227,519.72,2.332,0,none,0
223,Plant_B,L2,M02,day,1.16,B004,21.96,74.2,1.227,4.541,21.28,319.9,8.87,1.196,481.65,2.366,0,none,0
224,Plant_B,L3,M01,day,11.1,B118,21.2,56.8,0.996,5.273,19.57,307.3,6.77,1.1,574.2,2.427,0,none,0
225,Plant_B,L4,M02,evening,9.1,B004,26.94,48.9,1.471,5.651,29.32,356.3,7.54,1.289,565.97,2.863,0,none,0
226,Plant_B,L1,M14,night,6.5,B130,18.12,65.0,0.831,4.804,21.44,311.6,7.93,1.166,504.05,2.159,0,none,0
227,Plant_A,L3,M05,day,6.91,B113,24.69,42.4,0.486,5.903,18.27,291.6,6.06,1.249,554.47,1.868,0,none,0
228,Plant_B,L2,M15,evening,0.7,B081,21.93,56.0,0.399,5.744,26.52,376.4,6.07,1.149,539.74,1.923,0,none,0
229,Plant_A,L1,M01,day,3.27,B067,24.41,21.3,1.284,3.66,16.83,369.7,7.68,1.203,561.03,1.503,0,none,0
230,Plant_B,L3,M18,day,2.83,B071,26.51,46.5,0.905,5.781,24.24,360.2,8.87,1.049,554.72,1.711,0,none,0
231,Plant_A,L4,M01,night,0.0,B024,18.45,49.9,1.104,4.09,19.01,338.6,7.06,1.238,533.11,1.978,0,none,0
232,Plant_A,L2,M12,evening,6.25,B013,21.94,38.1,0.382,6.069,28.45,338.4,7.75,1.156,528.11,2.088,0,none,0
233,Plant_C,L3,M06,evening,5.04,B138,20.15,70.8,0.702,5.385,22.87,388.0,8.08,1.296,545.26,1.891,0,none,0
234,Plant_A,L1,M04,day,8.86,B141,22.46,71.0,1.272,5.717,22.86,355.7,7.55,1.132,536.94,2.96,1,warp,1
235,Plant_A,L3,M02,evening,5.02,B057,22.31,40.0,1.185,5.377,16.43,367.2,8.23,1.168,560.83,2.565,0,none,0
236,Plant_A,L2,M08,day,6.95,B122,29.36,53.4,0.869,5.667,27.96,366.4,8.25,1.206,563.63,1.84,0,none,0
237,Plant_A,L2,M19,evening,2.15,B076,27.55,42.3,1.04,5.116,17.91,333.5,8.05,1.269,532.92,2.256,0,none,0
238,Plant_A,L3,M20,evening,10.4,B003,22.19,46.6,1.111,3.5,20.44,368.9,7.99,1.11,596.3,2.511,0,none,0
239,Plant_B,L1,M16,night,5.7,B104,18.59,62.4,0.663,5.893,35.82,410.6,9.44,1.096,571.38,2.078,0,none,0
240,Plant_A,L4,M14,night,6.09,B137,17.67,45.6,0.749,5.159,30.34,351.2,6.74,1.087,530.75,2.403,0,none,0
241,Plant_C,L1,M05,day,4.76,B088,15.64,64.5,0.749,4.891,16.6,250.0,6.22,1.223,515.23,2.158,0,none,0
242,Plant_A,L2,M04,evening,3.29,B050,22.36,44.4,1.058,5.203,17.04,338.5,8.8,1.287,547.25,1.822,0,none,0
243,Plant_A,L1,M08,evening,6.89,B145,17.4,54.5,1.754,4.744,18.89,353.4,6.69,0.997,569.16,2.105,1,crack,1
244,Plant_A,L1,M04,day,6.34,B112,17.22,42.9,1.247,4.489,17.46,353.8,10.63,1.205,594.13,1.94,0,none,0
245,Plant_C,L3,M19,day,0.06,B035,18.39,46.5,1.093,5.629,19.94,357.5,7.7,1.226,531.65,2.539,0,none,0
246,Plant_A,L2,M18,evening,0.0,B066,23.62,43.0,0.532,5.81,25.19,396.9,6.99,1.321,523.24,1.909,0,none,0
247,Plant_A,L2,M06,day,8.31,B135,18.14,63.9,0.879,6.543,20.37,320.5,9.2,0.986,505.04,2.464,0,none,0
248,Plant_A,L2,M20,evening,6.46,B027,24.29,40.6,1.454,3.715,18.27,328.7,8.03,1.184,560.37,2.656,0,none,0
249,Plant_B,L3,M12,day,3.78,B107,19.26,71.8,0.804,5.237,23.62,321.8,7.81,1.297,539.96,2.441,0,none,0
250,Plant_B,L2,M05,evening,0.0,B100,20.39,52.4,0.997,3.976,21.31,363.7,9.15,1.188,528.42,1.917,0,none,0
251,Plant_A,L3,M01,night,6.6,B124,18.65,54.6,1.419,4.536,21.51,396.8,9.49,1.183,605.79,2.605,0,none,0
252,Plant_A,L1,M17,evening,3.22,B047,17.07,46.2,1.479,6.541,20.31,326.1,7.71,1.35,516.72,2.615,0,none,0
253,Plant_A,L2,M17,evening,6.32,B007,19.37,49.9,1.17,5.328,19.33,340.3,7.06,1.051,566.5,3.178,0,none,0
254,Plant_A,L2,M08,day,0.88,B112,24.72,64.8,1.442,5.101,22.35,304.1,8.4,1.244,474.6,2.799,0,none,0
255,Plant_A,L2,M05,day,3.86,B049,27.8,48.8,0.918,4.752,33.2,354.2,8.25,1.072,559.76,2.116,0,none,0
256,Plant_A,L2,M18,day,6.11,B089,14.3,57.3,0.809,5.257,27.81,373.6,7.86,1.347,532.37,2.389,0,none,0
257,Plant_B,L3,M04,day,9.59,B076,24.26,44.1,0.596,6.461,25.33,291.2,7.88,1.17,541.7,1.88,0,none,0
258,Plant_A,L3,M11,night,7.38,B090,25.01,43.0,0.898,5.3,22.47,333.5,8.97,1.321,558.08,1.647,0,none,0
259,Plant_B,L3,M08,evening,5.75,B111,17.88,41.4,0.856,5.861,23.48,390.2,8.16,1.233,574.26,2.004,0,none,0
260,Plant_A,L3,M13,day,9.76,B013,18.31,51.5,1.206,4.904,17.61,411.8,7.43,1.293,617.34,2.297,0,none,0
261,Plant_B,L3,M05,day,4.8,B056,25.32,49.0,0.661,5.181,24.19,417.8,7.82,1.244,578.15,1.555,0,none,0
262,Plant_B,L4,M18,night,9.3,B028,23.54,44.3,1.511,5.294,24.89,325.2,9.42,1.211,577.14,1.928,0,none,0
263,Plant_B,L1,M14,evening,10.64,B035,22.23,65.9,0.804,4.237,15.25,360.4,5.53,1.043,578.1,2.538,0,none,0
264,Plant_B,L3,M11,evening,7.62,B116,22.52,42.0,1.081,5.016,23.29,340.9,6.09,1.137,537.32,2.167,0,none,0
265,Plant_A,L3,M04,day,5.56,B078,25.22,61.9,1.692,3.791,22.2,365.1,7.79,1.356,513.75,2.513,0,none,0
266,Plant_A,L1,M12,evening,11.9,B031,24.44,65.3,0.845,5.837,25.12,295.5,8.54,1.244,546.5,1.695,0,none,0
267,Plant_B,L4,M15,evening,8.63,B022,28.46,56.3,1.047,5.791,23.18,375.2,6.43,1.308,586.07,2.006,0,none,0
268,Plant_C,L3,M03,evening,10.73,B123,18.99,63.6,0.52,5.912,20.97,347.7,11.18,1.264,601.93,1.516,0,none,0
269,Plant_A,L3,M16,night,0.63,B017,16.86,63.0,1.089,5.601,19.44,304.8,8.54,1.196,502.96,2.399,0,none,0
270,Plant_A,L3,M01,night,0.0,B124,16.39,29.1,1.201,6.216,21.24,403.8,8.13,1.145,555.01,1.596,0,none,0
271,Plant_C,L3,M07,evening,4.73,B060,25.68,60.8,0.781,6.286,22.14,354.8,6.94,1.102,517.85,2.45,1,warp,1
272,Plant_A,L1,M02,day,4.7,B014,24.56,49.3,0.833,5.34,20.29,300.2,9.23,1.077,532.29,2.181,0,none,0
273,Plant_A,L3,M17,night,2.09,B026,20.02,26.3,1.046,4.933,25.5,374.2,10.21,1.146,528.02,1.734,0,none,0
274,Plant_C,L3,M07,evening,14.84,B146,22.03,54.2,0.68,6.06,29.13,313.1,8.12,1.203,567.16,1.708,0,none,0
275,Plant_A,L2,M15,day,6.24,B138,24.73,46.6,1.339,5.633,29.27,436.0,6.0,1.337,564.38,2.904,0,none,0
276,Plant_A,L3,M12,day,0.18,B076,19.22,59.8,1.107,5.996,23.26,307.7,8.17,1.084,507.41,2.734,0,none,0
277,Plant_A,L4,M20,evening,0.0,B051,20.49,47.7,0.801,4.947,21.7,331.3,8.96,1.179,523.52,2.425,0,none,0
278,Plant_A,L1,M20,day,7.76,B045,21.54,41.2,0.829,6.124,16.48,344.9,7.77,1.188,603.99,2.079,0,none,0
279,Plant_B,L2,M16,evening,1.35,B083,19.93,45.4,0.842,5.543,19.11,389.2,6.21,1.267,532.93,2.314,0,none,0
280,Plant_A,L3,M15,day,3.0,B098,19.56,72.3,1.102,5.962,23.99,344.8,8.64,1.291,540.47,2.978,0,none,0
281,Plant_C,L1,M18,evening,6.73,B090,19.0,36.9,1.027,4.719,23.07,365.2,10.21,1.272,552.09,2.128,0,none,0
282,Plant_C,L1,M01,day,10.41,B028,20.44,33.5,0.912,5.738,27.83,371.8,6.63,1.21,580.71,2.28,0,none,0
283,Plant_C,L3,M12,evening,5.96,B042,33.02,59.9,0.664,6.315,23.61,384.7,8.48,1.165,603.24,1.812,0,none,0
284,Plant_A,L3,M06,day,4.12,B011,18.29,37.2,0.518,5.121,29.84,353.0,7.44,1.355,553.1,1.85,0,none,0
285,Plant_B,L1,M01,evening,8.63,B060,26.96,57.1,0.593,5.275,27.63,353.9,7.44,1.172,569.59,1.85,0,none,0
286,Plant_C,L1,M05,evening,8.11,B096,21.41,59.1,0.895,5.234,25.78,413.7,8.02,1.252,600.92,2.332,0,none,0
287,Plant_A,L3,M05,day,9.07,B116,22.53,45.8,0.641,6.017,23.43,275.5,5.31,1.062,543.87,2.43,0,none,0
288,Plant_B,L1,M09,day,4.59,B120,26.28,58.5,1.435,5.662,27.62,333.1,5.22,1.237,478.32,2.66,0,none,0
289,Plant_A,L2,M16,night,3.65,B140,30.91,48.1,1.096,5.033,21.0,339.0,8.52,1.136,540.55,2.141,0,none,0
290,Plant_B,L2,M13,day,7.01,B067,21.01,49.7,0.971,5.46,18.81,384.8,9.39,1.294,602.19,1.832,0,none,0
291,Plant_A,L4,M12,evening,8.55,B028,19.57,51.1,1.398,5.365,25.89,391.5,7.67,1.289,588.1,1.686,0,none,0
292,Plant_A,L3,M04,day,2.21,B088,22.11,62.8,0.774,5.601,20.44,390.7,9.09,1.287,517.32,2.275,0,none,0
293,Plant_A,L3,M02,day,9.76,B003,24.35,36.1,1.137,5.681,25.13,360.2,6.18,1.163,593.1,2.759,0,none,0
294,Plant_A,L3,M06,night,3.51,B083,19.37,36.7,1.175,5.736,24.27,313.7,8.24,1.193,490.75,1.668,0,none,0
295,Plant_B,L4,M14,evening,7.26,B100,23.32,53.9,0.925,5.64,25.36,370.3,8.68,1.138,551.96,2.376,0,none,0
296,Plant_B,L4,M03,day,5.23,B100,12.51,18.9,1.442,6.037,27.63,385.6,9.02,1.193,586.68,1.665,0,none,0
297,Plant_C,L4,M04,day,10.33,B138,16.68,51.0,1.138,5.899,14.17,356.5,7.48,1.2,621.33,1.712,0,none,0
298,Plant_A,L2,M20,evening,9.29,B036,20.21,35.5,0.653,5.268,13.82,329.3,9.65,1.229,534.73,1.997,0,none,0
299,Plant_A,L3,M03,day,2.57,B073,23.22,45.9,1.242,5.177,24.08,323.1,8.57,1.149,546.79,2.731,0,none,0
300,Plant_B,L2,M10,night,9.35,B035,25.14,53.4,0.91,5.53,17.94,294.7,7.47,1.288,517.12,2.245,0,none,0
301,Plant_A,L4,M01,evening,8.56,B023,29.32,40.8,0.84,5.038,20.76,338.7,8.72,1.252,539.8,1.576,0,none,0
302,Plant_B,L4,M14,evening,8.52,B007,18.69,46.4,0.932,3.833,24.17,378.3,8.92,1.335,621.84,1.61,0,none,0
303,Plant_A,L1,M01,evening,3.7,B055,25.08,45.9,1.517,4.265,19.05,371.0,8.84,1.056,563.94,1.851,0,none,0
304,Plant_A,L3,M16,day,0.0,B042,23.15,36.0,0.946,6.68,19.19,339.1,8.4,1.106,525.81,2.035,0,none,0
305,Plant_A,L4,M11,day,4.58,B006,25.98,47.8,0.656,4.693,15.97,354.8,7.39,1.295,553.02,1.64,0,none,0
306,Plant_C,L3,M06,evening,11.45,B093,22.74,55.2,0.966,5.53,22.45,327.7,9.3,1.128,580.44,2.3,0,none,0
307,Plant_A,L3,M07,day,5.46,B107,24.06,37.3,0.722,4.453,18.97,327.5,7.0,1.228,548.82,1.928,0,none,0
308,Plant_B,L2,M15,day,6.47,B004,21.31,58.1,1.041,4.287,23.54,383.6,7.9,1.206,551.49,2.165,0,none,0
309,Plant_A,L3,M06,night,6.85,B008,18.12,58.2,0.954,5.736,21.94,416.7,7.31,1.072,627.89,2.054,0,none,0
310,Plant_A,L3,M15,day,4.06,B005,25.08,33.3,0.87,4.456,31.56,317.2,12.59,1.108,486.0,1.551,0,none,0
311,Plant_C,L1,M17,night,10.6,B149,10.72,59.5,0.886,5.791,28.55,341.5,9.71,1.294,572.69,2.173,0,none,0
312,Plant_C,L3,M15,day,7.48,B067,22.43,50.9,2.049,4.93,24.44,340.7,9.13,1.183,548.29,2.756,0,none,0
313,Plant_A,L2,M20,evening,6.23,B099,18.81,41.2,0.873,5.234,22.75,332.1,8.4,1.148,538.16,1.854,0,none,0
314,Plant_C,L2,M17,evening,9.82,B018,25.88,45.6,1.424,5.441,24.99,344.5,7.58,1.202,551.0,2.218,0,none,0
315,Plant_B,L2,M10,day,9.13,B023,17.38,46.2,0.611,5.379,18.15,296.3,7.97,1.046,597.44,1.71,0,none,0
316,Plant_B,L4,M12,day,1.23,B108,16.56,48.8,1.056,4.911,25.42,352.0,8.35,1.316,519.56,2.723,0,none,0
317,Plant_C,L4,M20,evening,5.74,B110,29.81,18.2,0.727,5.859,20.35,410.7,6.31,1.355,596.91,1.892,0,none,0
318,Plant_B,L2,M18,evening,12.65,B137,25.82,56.6,0.654,4.909,21.68,393.2,5.87,1.064,620.66,2.298,0,none,0
319,Plant_A,L2,M04,day,3.79,B105,24.26,52.9,1.063,4.757,22.22,347.7,6.48,1.164,547.27,2.712,0,none,0
320,Plant_B,L1,M02,day,1.91,B065,21.01,53.4,1.357,5.713,20.2,348.8,9.42,1.341,549.08,2.923,0,none,0
321,Plant_C,L3,M16,evening,9.05,B112,23.37,67.5,0.562,6.567,20.04,348.0,8.9,1.173,557.8,2.143,0,none,0
322,Plant_B,L1,M02,day,4.85,B073,28.72,54.8,0.61,4.532,22.41,388.3,8.15,1.135,572.62,2.439,0,none,0
323,Plant_A,L1,M01,evening,6.03,B027,25.28,33.6,0.941,5.274,25.18,378.3,5.92,1.075,558.2,1.95,0,none,0
324,Plant_B,L1,M01,evening,4.33,B097,19.3,70.5,0.79,5.13,20.26,366.9,7.25,1.296,510.31,2.278,0,none,0
325,Plant_A,L3,M09,day,6.6,B019,22.15,53.2,0.919,4.844,29.79,350.5,7.69,1.285,529.58,2.358,0,none,0
326,Plant_B,L3,M12,evening,0.18,B024,21.48,32.1,1.255,6.368,26.22,355.6,9.13,1.106,544.47,1.982,0,none,0
327,Plant_C,L3,M04,night,3.46,B088,23.47,60.9,0.865,5.859,29.85,375.4,7.55,1.302,542.75,2.125,0,none,0
328,Plant_A,L1,M13,evening,7.99,B139,23.98,50.7,0.769,5.71,17.29,370.9,10.65,1.319,572.62,1.671,0,none,0
329,Plant_A,L3,M17,evening,5.76,B117,18.74,63.8,0.596,6.246,16.28,314.9,5.13,1.174,524.77,2.799,0,none,0
330,Plant_B,L1,M04,evening,7.51,B146,23.91,45.0,1.252,4.665,19.89,357.3,5.86,1.068,553.33,2.13,0,none,0
331,Plant_A,L1,M17,day,6.2,B122,20.48,44.6,0.495,5.605,24.09,365.7,7.2,1.169,577.75,1.512,0,none,0
332,Plant_A,L4,M11,evening,4.2,B121,21.97,57.5,0.541,5.133,15.26,346.7,6.28,1.219,542.45,1.626,0,none,0
333,Plant_B,L3,M09,evening,9.6,B001,18.39,53.7,0.824,6.101,14.37,340.8,8.84,1.245,604.84,1.99,0,none,0
334,Plant_B,L2,M20,day,8.07,B061,20.36,38.2,1.051,4.898,17.37,329.2,9.23,1.125,576.4,2.624,0,none,0
335,Plant_A,L4,M17,day,10.6,B110,28.81,57.4,1.322,5.093,24.76,306.0,6.62,1.229,529.15,2.545,0,none,0
336,Plant_A,L2,M19,day,2.98,B021,19.23,33.3,1.146,5.116,24.66,286.6,9.81,1.208,462.95,1.548,0,none,0
337,Plant_B,L1,M08,evening,9.62,B135,25.91,53.2,0.588,5.976,22.3,356.5,7.36,1.221,586.63,2.124,0,none,0
338,Plant_A,L2,M18,evening,6.71,B128,18.55,36.1,0.605,4.513,20.95,387.5,8.0,0.977,546.56,1.698,0,none,0
339,Plant_A,L3,M06,evening,2.69,B137,24.15,40.7,0.844,5.97,19.73,403.3,8.58,1.123,571.33,2.156,0,none,0
340,Plant_A,L3,M01,day,11.43,B084,20.34,62.1,0.972,6.022,21.26,345.1,8.57,1.198,613.72,2.768,0,none,0
341,Plant_B,L3,M05,night,11.04,B095,24.62,51.1,1.013,4.794,27.27,347.0,6.64,1.225,564.96,2.031,0,none,0
342,Plant_B,L2,M08,evening,7.63,B094,28.4,50.6,1.352,5.479,24.67,349.9,7.56,1.175,525.63,2.401,0,none,0
343,Plant_B,L3,M18,day,5.8,B132,19.32,47.4,1.132,5.906,27.7,348.9,8.07,1.099,526.56,1.97,0,none,0
344,Plant_B,L2,M02,day,3.75,B079,24.62,60.3,0.947,5.659,13.82,307.5,6.82,1.192,512.18,2.432,0,none,0
345,Plant_B,L3,M20,day,5.46,B093,14.59,33.0,0.608,4.793,19.98,378.4,7.65,1.202,564.78,1.901,0,none,0
346,Plant_A,L4,M08,night,7.65,B111,22.11,59.5,1.209,4.846,19.9,358.1,7.49,1.23,543.97,2.674,0,none,0
347,Plant_A,L3,M05,evening,9.88,B112,18.5,63.1,1.929,5.056,21.56,382.4,8.89,1.168,586.2,2.594,0,none,0
348,Plant_A,L2,M02,evening,8.19,B047,25.19,54.8,1.449,5.452,21.09,336.2,10.04,1.16,538.77,2.391,0,none,0
349,Plant_C,L1,M15,day,3.85,B080,22.15,64.1,0.709,4.899,17.6,378.4,8.35,1.237,527.2,1.426,0,none,0
350,Plant_A,L2,M06,evening,4.9,B070,22.53,27.9,1.227,4.668,22.96,394.0,10.82,1.36,580.14,2.136,0,none,0
351,Plant_B,L2,M09,day,0.0,B019,21.01,43.1,0.652,5.737,26.28,413.1,6.44,1.293,586.31,1.321,0,none,0
352,Plant_A,L2,M08,day,2.2,B022,17.65,19.0,0.614,4.788,11.92,378.3,6.87,1.281,587.48,1.986,0,none,0
353,Plant_B,L2,M05,day,4.26,B067,20.92,41.5,0.603,5.505,21.23,303.7,8.09,1.158,541.38,2.199,0,none,0
354,Plant_C,L1,M18,day,2.46,B130,26.83,42.5,1.007,5.207,24.89,417.2,9.27,1.328,574.88,2.332,1,crack,1
355,Plant_C,L4,M11,evening,1.18,B139,20.0,53.2,1.308,3.922,20.93,362.0,6.07,1.231,513.95,3.039,0,none,0
356,Plant_A,L1,M20,night,9.18,B062,13.93,63.7,1.141,5.048,19.52,294.2,8.32,1.202,563.31,2.115,0,none,0
357,Plant_A,L3,M16,day,7.99,B138,22.12,58.9,0.93,4.536,29.22,297.8,8.52,1.125,546.61,2.279,0,none,0
358,Plant_C,L1,M20,evening,9.27,B046,14.72,64.0,1.061,4.705,25.86,326.9,8.35,1.217,561.04,2.741,0,none,0
359,Plant_B,L4,M04,night,5.83,B115,24.87,61.1,0.764,4.867,15.07,367.1,6.93,1.204,569.14,2.48,0,none,0
360,Plant_C,L3,M12,day,2.36,B090,24.97,61.1,0.989,4.398,21.97,364.6,7.79,1.298,562.38,2.249,0,none,0
361,Plant_C,L3,M13,evening,1.79,B107,23.34,62.5,0.715,5.711,22.51,340.4,8.19,1.164,515.63,2.086,0,none,0
362,Plant_A,L3,M16,night,2.71,B060,19.42,30.8,0.947,4.976,22.42,348.6,6.25,0.979,575.85,1.927,0,none,0
363,Plant_B,L1,M02,day,4.34,B142,18.79,53.7,0.531,5.794,28.72,408.5,9.31,1.089,561.46,1.33,0,none,0
364,Plant_A,L2,M09,evening,8.04,B081,22.42,62.0,0.92,6.249,22.09,301.2,9.77,1.327,564.6,2.581,0,none,0
365,Plant_A,L1,M11,evening,1.42,B037,17.54,83.7,0.658,5.244,25.24,346.9,8.32,1.124,500.5,1.808,0,none,0
366,Plant_B,L3,M04,evening,3.81,B140,20.06,55.1,0.815,5.724,22.3,358.7,7.03,1.14,566.53,1.914,0,none,0
367,Plant_C,L3,M05,evening,2.81,B060,18.18,67.1,1.036,4.669,16.52,263.6,8.01,1.292,483.44,2.322,0,none,0
368,Plant_A,L3,M08,night,4.32,B006,20.88,53.0,1.219,5.543,23.87,314.1,6.85,1.295,554.22,2.4,0,none,0
369,Plant_A,L2,M19,day,2.28,B009,22.11,20.5,0.368,6.153,11.66,337.4,4.78,1.217,549.38,1.902,0,none,0
370,Plant_B,L4,M04,evening,3.78,B028,17.55,42.4,1.202,5.458,23.19,396.1,6.31,1.106,565.21,2.233,0,none,0
371,Plant_A,L4,M06,day,7.41,B090,26.28,41.5,0.673,6.013,15.01,415.7,7.72,1.314,576.13,1.838,0,none,0
372,Plant_B,L1,M17,evening,7.73,B098,18.76,42.2,0.666,5.795,22.38,319.9,8.2,1.204,563.04,2.241,0,none,0
373,Plant_B,L1,M08,day,4.62,B125,17.88,57.6,0.872,4.619,26.02,357.6,8.74,1.197,527.54,2.816,0,none,0
374,Plant_B,L2,M05,day,2.15,B098,26.84,28.6,0.723,5.159,10.7,368.7,9.31,1.364,594.02,1.272,0,none,0
375,Plant_B,L2,M17,day,8.66,B149,24.91,31.3,0.709,5.932,25.42,346.0,8.93,1.217,594.2,1.952,0,none,0
376,Plant_A,L1,M20,evening,7.11,B069,21.27,45.4,1.11,5.74,17.27,363.4,9.17,1.306,595.56,2.849,0,none,0
377,Plant_B,L3,M04,day,7.04,B083,19.71,68.5,0.781,4.212,23.85,368.4,7.77,1.292,545.86,2.324,0,none,0
378,Plant_C,L4,M04,evening,7.31,B093,17.77,38.6,1.383,5.758,26.83,396.5,8.99,1.243,586.9,2.735,0,none,0
379,Plant_B,L2,M07,evening,6.59,B143,21.38,57.7,1.83,5.029,25.38,328.4,8.5,1.208,550.08,2.61,0,none,0
380,Plant_B,L3,M09,day,13.55,B051,22.21,29.2,0.519,5.791,26.82,329.8,10.75,1.162,604.72,1.106,0,none,0
381,Plant_C,L3,M11,evening,2.09,B070,16.82,45.7,0.618,5.713,22.64,345.8,6.26,1.099,485.22,2.142,0,none,0
382,Plant_A,L1,M02,day,4.08,B122,21.03,55.2,1.006,4.878,23.68,356.9,7.28,1.181,487.02,2.259,0,none,0
383,Plant_B,L3,M03,evening,1.86,B122,14.81,58.6,1.215,4.711,21.39,343.8,6.56,1.228,548.46,2.775,0,none,0
384,Plant_B,L3,M05,day,5.93,B133,16.4,43.6,0.93,5.668,26.97,367.2,8.91,1.172,546.2,2.018,1,crack,1
385,Plant_A,L1,M16,evening,2.72,B036,26.28,34.3,0.958,5.154,17.85,349.8,8.58,1.107,550.15,2.017,0,none,0
386,Plant_A,L4,M02,night,4.76,B080,20.72,46.3,0.596,5.956,22.32,353.2,7.14,1.231,553.69,2.109,0,none,0
387,Plant_C,L2,M05,day,1.04,B073,24.13,60.0,1.361,6.15,28.61,303.8,6.56,1.25,484.11,2.547,1,warp,1
388,Plant_A,L3,M08,night,5.59,B048,26.48,58.4,0.577,4.928,25.74,329.2,7.63,1.178,555.77,2.024,0,none,0
389,Plant_C,L2,M05,evening,5.03,B003,22.51,56.1,0.81,4.766,25.54,336.7,7.31,1.16,535.88,2.387,0,none,0
390,Plant_C,L2,M02,day,4.01,B027,23.52,63.4,0.92,4.841,19.61,342.4,8.38,1.149,521.73,2.568,0,none,0
391,Plant_A,L1,M14,evening,0.87,B130,25.52,40.7,0.605,4.094,24.13,419.1,8.71,1.042,539.08,1.423,0,none,0
392,Plant_B,L4,M03,day,2.1,B076,17.83,29.6,0.938,4.715,19.79,393.2,6.6,1.201,561.21,2.01,0,none,0
393,Plant_C,L3,M17,evening,5.36,B065,18.21,48.9,0.553,5.897,16.37,377.1,8.48,1.305,539.39,1.963,0,none,0
394,Plant_A,L3,M01,evening,5.57,B009,23.34,42.4,1.028,5.915,21.63,337.3,7.63,1.207,532.5,1.937,0,none,0
395,Plant_B,L2,M07,day,3.0,B082,20.52,27.3,0.561,4.712,20.46,339.9,7.52,1.209,556.9,1.63,0,none,0
396,Plant_A,L2,M05,day,6.97,B086,18.02,51.8,1.439,4.1,23.3,310.3,11.83,1.153,507.73,2.176,0,none,0
